,f1,f1,f1,rec,rec,rec,prec,prec,prec,smatch,smatch,smatch,jaccard,jaccard,jaccard,dice,dice,dice,overlap,overlap,overlap,tanimoto,tanimoto,tanimoto,validity,validity,validity,enumber,enumber,enumber,pnumber,pnumber,pnumber
,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std
pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0(p,(e))1p",687.0,0.8827547173487188,0.3028980502151058,687.0,0.8831358113017502,0.30513199081230746,687.0,0.8919375682026298,0.2963546996865392,687.0,0.851528384279476,0.28019124871231393,687.0,0.8745956519203029,0.31369574220698876,687.0,0.8827547173487188,0.3028980502151058,687.0,0.898204532612921,0.2910219735098334,687.0,0.8745956519203029,0.31369574220698876,687.0,0.87627365356623,0.32950900073340744,687.0,0.9679767103347889,0.17619019518560416,687.0,0.87627365356623,0.32950900073340744
"1(p,(p,(e)))2p",687.0,0.8434352834398735,0.33181086595361947,687.0,0.8475461399229549,0.3343971342602872,687.0,0.853896852118809,0.3318740312182414,687.0,0.7959728287239205,0.20102374987418767,687.0,0.8273497223227827,0.34513744612185526,687.0,0.8434352834398735,0.33181086595361947,687.0,0.8712662554151506,0.3229905889989171,687.0,0.8273497223227827,0.34513744612185526,687.0,0.9781659388646288,0.14624796768152312,687.0,0.9796215429403202,0.14139404650315782,687.0,0.9781659388646288,0.14624796768152312
"10(i,(n,(p,(e))),(p,(p,(e))))pin",687.0,0.029033768658362675,0.16195881214064434,687.0,0.0319100760148795,0.17534511904567363,687.0,0.027559410683416434,0.15530766129503865,687.0,0.015003918934049936,0.08160415239356496,687.0,0.02739010560810248,0.1545022565574627,687.0,0.029033768658362675,0.16195881214064434,687.0,0.03198783255027421,0.17572844077682295,687.0,0.02739010560810248,0.1545022565574627,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.0,0.0
"11(u,(p,(e)),(p,(e)))2u",687.0,0.05512635366344668,0.21446871602605894,687.0,0.05104077382996608,0.20054208968617915,687.0,0.06138143758231094,0.23749451864660398,687.0,0.028112272653757372,0.10408395668064277,687.0,0.05004853872107825,0.19772362683844386,687.0,0.05512635366344668,0.21446871602605894,687.0,0.06191951996725935,0.23906535022328776,687.0,0.05004853872107825,0.19772362683844386,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.020378457059679767,0.1413940465031578
"12(i,(i,(p,(e)),(p,(e))),(p,(e)))3i",687.0,0.04480821419456216,0.19916701207832968,687.0,0.053857350800582245,0.22590045932316638,687.0,0.042458589202405604,0.19253238775681064,687.0,0.01538781451445207,0.06454298837804757,687.0,0.042458589202405604,0.19253238775681064,687.0,0.04480821419456216,0.19916701207832968,687.0,0.053857332061455945,0.2259003807233622,687.0,0.042458589202405604,0.19253238775681064,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.0,0.0
"13(i,(i,(n,(p,(e))),(p,(e))),(p,(e)))3in",687.0,0.005207827915251496,0.06440717303092208,687.0,0.014641664526072438,0.11986497680588844,687.0,0.005974398165797981,0.07265738776585717,687.0,0.00363901018922853,0.02996359488213704,687.0,0.004604417859264887,0.061975220693143665,687.0,0.005207827915251496,0.06440717303092208,687.0,0.01601162394550931,0.1256112963318369,687.0,0.004604417859264887,0.061975220693143665,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.0,0.0
"3(p,(i,(p,(e)),(p,(e))))ip",687.0,0.030248275854073227,0.17026952040599116,687.0,0.030713245997088794,0.17228506493540865,687.0,0.02999317518968174,0.16944115644159366,687.0,0.009894036094909457,0.05987864257408117,687.0,0.02997238084574329,0.16943986677534575,687.0,0.030248275854073227,0.17026952040599116,687.0,0.03071323184637351,0.1722849854603663,687.0,0.02997238084574329,0.16943986677534575,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.0,0.0
"4(p,(i,(n,(p,(e))),(p,(e))))inp",687.0,0.01674056884246762,0.12362379900682992,687.0,0.01646318725801019,0.12265461844184862,687.0,0.01788138542141453,0.12911509297586377,687.0,0.004210054865076699,0.032580428749245986,687.0,0.015890175093869332,0.12002263052246333,687.0,0.01674056884246762,0.12362379900682992,687.0,0.018243050230919464,0.13085596693162863,687.0,0.015890175093869332,0.12002263052246333,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.0,0.0
"5(p,(u,(p,(e)),(p,(e))))up",687.0,0.0426608901031877,0.200116751528578,687.0,0.0419182987058438,0.19728420676097388,687.0,0.043668122270742356,0.2045045079655884,687.0,0.0098329617980273,0.04946077937581409,687.0,0.0419182987058438,0.19728420676097388,687.0,0.0426608901031877,0.200116751528578,687.0,0.04366810446950178,0.20450442459965187,687.0,0.0419182987058438,0.19728420676097388,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.0,0.0
"6(i,(p,(e)),(p,(e)))2i",687.0,0.0740551453737864,0.23606893710800803,687.0,0.09790813389985993,0.2968051266718331,687.0,0.06853974851959767,0.2222326656744116,687.0,0.04737329628159323,0.13242688185729778,687.0,0.06442112548478345,0.21348989365321114,687.0,0.0740551453737864,0.23606893710800803,687.0,0.10200415772691812,0.3027032075785648,687.0,0.06442112548478345,0.21348989365321114,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.09024745269286755,0.2867447182252721
"7(i,(p,(e)),(p,(p,(e))))pi",687.0,0.028054229226661124,0.1473050370920892,687.0,0.03774036619934115,0.18862346326225893,687.0,0.024717978647659,0.13552121599090117,687.0,0.0184702245837617,0.0932737679027096,687.0,0.024188668074680304,0.1348591656500108,687.0,0.028054229226661124,0.1473050370920892,687.0,0.03802762256881671,0.1887962354647203,687.0,0.024188668074680304,0.1348591656500108,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.002911208151382824,0.053916272197935905
"8(i,(n,(p,(e))),(p,(e)))2in",687.0,0.07538820690090482,0.23731433504038593,687.0,0.07636072988147224,0.2543841007371612,687.0,0.13620706012316114,0.33484748179503265,687.0,0.06052462821021773,0.14739176530704262,687.0,0.06686422440477956,0.22581052736933505,687.0,0.07538820690090482,0.23731433504038593,687.0,0.1456922394069589,0.3528830947951945,687.0,0.06686422440477956,0.22581052736933505,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.07714701601164484,0.2670189829336365
"9(i,(n,(p,(p,(e)))),(p,(e)))pni",687.0,0.045807376647006424,0.19671111950282696,687.0,0.050714208428535607,0.2170367536579767,687.0,0.04452089775641512,0.18688171405131535,687.0,0.02223583420603713,0.07998647969658976,687.0,0.041945463808318574,0.18451366077228934,687.0,0.045807376647006424,0.19671111950282696,687.0,0.05296168305284752,0.21892876392290017,687.0,0.041945463808318574,0.18451366077228934,687.0,0.0,0.0,687.0,0.0,0.0,687.0,0.001455604075691412,0.03815237968582578
all,8931.0,0.16717852755140789,0.36419550058109257,8931.0,0.17184230667433514,0.372431121684509,8931.0,0.17297974029877242,0.37139842340559825,8931.0,0.14478348194880827,0.3158822813535626,8931.0,0.162434412465535,0.35916509385194173,8931.0,0.16717852755140789,0.36419550058109257,8931.0,0.18188901429653123,0.38372995183443065,8931.0,0.162434412465535,0.35916509385194173,8931.0,0.14264919941775836,0.34973432885170785,8931.0,0.1498152502519315,0.3569102187855691,8931.0,0.1574291792632404,0.36422532403608615
