,f1,f1,f1,rec,rec,rec,prec,prec,prec,smatch,smatch,smatch,jaccard,jaccard,jaccard,dice,dice,dice,overlap,overlap,overlap,tanimoto,tanimoto,tanimoto,validity,validity,validity,enumber,enumber,enumber,pnumber,pnumber,pnumber
,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std
pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0(p,(e))1p",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.38461538461538464,0.21926450482675733,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.7692307692307693,0.43852900965351466,13.0,0.7692307692307693,0.43852900965351466,13.0,0.7692307692307693,0.43852900965351466
"1(p,(p,(e)))2p",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.2948717948717948,0.21681454519599697,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.38461538461538464,0.5063696835418333,13.0,0.7692307692307693,0.43852900965351466,13.0,0.38461538461538464,0.5063696835418333
"10(i,(n,(p,(e))),(p,(p,(e))))pin",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
"11(u,(p,(e)),(p,(e)))2u",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.055944055944055944,0.13655774839978377,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.15384615384615385,0.37553380809940534
"12(i,(i,(p,(e)),(p,(e))),(p,(e)))3i",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.02564102564102564,0.09245003270420485,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.07692307692307693,0.2773500981126146
"13(i,(i,(n,(p,(e))),(p,(e))),(p,(e)))3in",13.0,0.00020931449502878074,0.0007546941445241212,13.0,0.008547008547008546,0.03081667756806828,13.0,0.00010595465140919687,0.00038202492852977213,13.0,0.06517094017094018,0.1471375341003124,13.0,0.00010479983232026829,0.00037786116909075556,13.0,0.00020931449502878074,0.0007546941445241212,13.0,0.008546999050342936,0.03081664332735348,13.0,0.00010479983232026829,0.00037786116909075556,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
"3(p,(i,(p,(e)),(p,(e))))ip",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.06842388380849919,0.13749807425075092,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.07692307692307693,0.2773500981126146
"4(p,(i,(n,(p,(e))),(p,(e))))inp",13.0,0.001506186121570737,0.00543063129171553,13.0,0.03167420814479638,0.11420298157578244,13.0,0.0007714348688560724,0.002781447975341407,13.0,0.12938856015779093,0.13191477212825375,13.0,0.0007605388961321165,0.0027421619869891275,13.0,0.001506186121570737,0.00543063129171553,13.0,0.0316741895129202,0.11420291439759754,13.0,0.0007605388961321165,0.0027421619869891275,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
"5(p,(u,(p,(e)),(p,(e))))up",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.02797202797202797,0.06827887419989187,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
"6(i,(p,(e)),(p,(e)))2i",13.0,1.874115651676865e-05,6.757220078270545e-05,13.0,0.07692307692307693,0.2773500981126146,13.0,9.371719898035687e-06,3.379021663165381e-05,13.0,0.06935754304175357,0.13503117498055714,13.0,9.371719898035687e-06,3.379021663165381e-05,13.0,1.874115651676865e-05,6.757220078270545e-05,13.0,0.07692282051367522,0.2773491736153692,13.0,9.371719898035687e-06,3.379021663165381e-05,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.07692307692307693,0.2773500981126146
"7(i,(p,(e)),(p,(p,(e))))pi",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.013986013986013984,0.050427290565929914,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
"8(i,(n,(p,(e))),(p,(e)))2in",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.08783976204790685,0.15328019999697742,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.07692307692307693,0.2773500981126146
"9(i,(n,(p,(p,(e)))),(p,(e)))pni",13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.04846435615666385,0.13536730557940232,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
all,169.0,0.00013340321331663742,0.0015194158431091952,169.0,0.009011099508837064,0.08338711597181192,169.0,6.8212403089485e-05,0.000778045644313446,169.0,0.09782118064721981,0.17243419719648231,169.0,6.728541910387849e-05,0.0007671015845573203,169.0,0.00013340321331663742,0.0015194158431091952,169.0,0.00901107762130295,0.08338687231175351,169.0,6.728541910387849e-05,0.0007671015845573203,169.0,0.08875739644970414,0.28523840334983325,169.0,0.11834319526627218,0.3239739857159551,169.0,0.1242603550295858,0.3308586641170241
